Region,Area,Landmark,Traffic_Index,Pollution_Index,Max_Traffic_Time,Date,Time
Industrial,West,Mall,73,48,Night,1/2/18,20:41:59
Industrial,West,Park,18,145,Afternoon,2/18/22,07:43:02
Residential,South,School,68,89,Night,10/19/19,11:12:47
Downtown,South,Stadium,87,50,Morning,1/11/21,15:49:43
Suburb,West,Hospital,23,142,Evening,8/8/20,06:36:37
Suburb,East,Park,42,149,Night,3/16/22,09:00:43
Residential,West,Park,36,92,Morning,11/29/23,20:53:47
Downtown,North,Hospital,49,117,Evening,5/26/20,18:53:35
Industrial,East,Hospital,25,128,Morning,10/26/20,18:09:27
Residential,West,Hospital,12,117,Morning,8/29/21,09:50:30
Residential,West,Park,96,91,Morning,12/1/18,13:11:24
Suburb,North,Stadium,10,81,Evening,8/27/19,09:47:26
Residential,West,Hospital,81,142,Afternoon,2/11/22,16:35:00
Industrial,South,Hospital,15,86,Afternoon,6/5/20,16:28:23
Suburb,North,Park,76,69,Morning,9/3/21,13:03:10
Industrial,West,Stadium,93,64,Afternoon,4/24/21,12:45:14
Industrial,West,Mall,83,61,Afternoon,10/20/23,10:51:34
Suburb,East,Mall,92,20,Morning,3/23/18,19:19:28
Industrial,North,Stadium,20,77,Night,9/30/23,18:49:41
Downtown,South,Mall,95,31,Afternoon,9/21/18,23:31:30
Downtown,East,School,17,74,Evening,3/7/25,05:20:48
Downtown,West,Mall,49,136,Evening,11/2/23,01:57:54
Downtown,South,Park,51,139,Night,10/29/23,12:55:51
Residential,South,Stadium,83,114,Afternoon,9/6/20,22:19:19
Suburb,South,Stadium,28,81,Night,7/6/22,05:37:25
Industrial,South,Stadium,80,121,Night,3/8/19,17:32:41
Industrial,North,Park,18,102,Evening,5/6/22,15:51:36
Residential,East,Hospital,18,30,Afternoon,2/11/23,06:59:00
Downtown,South,Park,36,64,Morning,2/7/24,03:01:57
Industrial,East,Mall,27,114,Evening,3/2/20,21:08:04
Downtown,East,Mall,82,116,Morning,2/5/19,15:30:13
Residential,North,Stadium,78,108,Morning,1/7/18,17:51:05
Downtown,South,Park,73,24,Morning,10/24/22,06:17:08
Downtown,North,School,41,76,Night,7/2/22,04:37:08
Industrial,West,Hospital,12,41,Evening,6/11/24,11:25:21
Industrial,North,Hospital,77,43,Afternoon,3/25/21,22:59:05
Industrial,East,School,96,84,Morning,1/26/23,09:18:21
Industrial,North,Park,70,65,Evening,5/23/21,19:07:23
Industrial,South,Hospital,81,136,Afternoon,9/26/19,20:14:17
Residential,North,School,86,62,Evening,1/2/25,17:13:47
Residential,East,Park,63,26,Morning,10/3/20,11:35:54
Suburb,West,Mall,39,94,Night,6/26/24,11:31:20
Suburb,South,Stadium,49,100,Morning,5/11/18,02:14:18
Downtown,South,Mall,70,134,Afternoon,8/8/22,01:44:43
Residential,East,School,32,94,Afternoon,2/4/21,04:14:18
Downtown,South,Mall,36,65,Afternoon,4/2/19,23:55:31
Industrial,North,Park,39,145,Night,2/11/23,04:52:09
Industrial,West,School,81,107,Evening,4/6/23,22:25:24
Downtown,North,School,10,89,Evening,5/29/23,02:28:29
Industrial,North,Park,57,136,Afternoon,10/9/24,15:18:24
Downtown,West,Park,66,60,Night,6/6/18,19:22:44
Suburb,East,Stadium,14,109,Night,10/8/20,15:44:46
Downtown,South,Park,15,59,Evening,6/21/21,00:15:20
Downtown,West,School,56,142,Morning,3/31/22,16:11:41
Residential,North,School,78,77,Afternoon,1/17/18,12:29:39
Downtown,West,Mall,71,121,Morning,5/21/18,10:02:15
Suburb,North,Stadium,26,46,Afternoon,7/28/20,16:06:03
Residential,West,Park,15,123,Morning,11/10/18,16:47:43
Suburb,South,Stadium,10,62,Evening,10/27/23,02:46:21
Downtown,North,Hospital,28,37,Afternoon,1/6/18,09:19:22
Downtown,South,Mall,50,95,Morning,12/29/22,21:41:46
Suburb,South,Hospital,47,39,Afternoon,7/1/18,17:32:58
Downtown,South,Stadium,86,72,Morning,7/24/20,01:37:18
Downtown,West,Mall,43,85,Morning,1/31/23,02:20:23
Suburb,West,Stadium,48,40,Night,11/13/21,01:45:30
Residential,North,Park,94,90,Evening,4/27/21,06:57:17
Suburb,North,Park,99,45,Morning,11/1/21,08:38:48
Industrial,North,Stadium,72,113,Night,3/27/25,20:46:57
Suburb,East,Park,79,103,Morning,4/4/19,13:21:11
Suburb,North,Mall,55,57,Night,12/24/19,04:19:07
Industrial,North,Mall,42,52,Night,6/3/19,11:31:36
Downtown,West,Park,12,148,Night,5/4/18,18:28:42
Suburb,West,Stadium,50,145,Afternoon,10/3/18,00:19:34
Suburb,North,Park,31,139,Evening,12/18/18,02:16:09
Suburb,South,Stadium,66,133,Morning,1/26/23,12:52:59
Suburb,North,School,17,120,Night,2/18/25,22:53:17
Industrial,West,Stadium,23,73,Morning,9/13/19,13:40:09
Industrial,North,School,66,99,Night,11/18/23,22:21:59
Suburb,West,School,99,80,Afternoon,2/2/21,11:18:30
Downtown,South,School,55,85,Afternoon,7/16/19,21:54:39
Residential,South,Park,73,143,Evening,4/9/19,06:00:00
Downtown,North,School,83,95,Morning,1/11/22,20:45:26
Suburb,East,Hospital,80,138,Evening,1/16/18,22:10:20
Residential,South,Hospital,33,118,Night,8/11/20,10:11:22
Industrial,East,Stadium,12,34,Evening,12/24/21,16:23:53
Industrial,South,Mall,40,115,Afternoon,5/6/19,21:34:10
Downtown,North,Hospital,44,82,Night,5/12/22,05:48:38
Suburb,West,School,90,75,Evening,9/3/21,01:32:45
Residential,East,Stadium,91,110,Night,5/18/22,15:22:31
Industrial,West,Hospital,86,86,Night,5/1/22,03:09:03
Industrial,South,Park,55,77,Morning,6/28/23,10:46:57
Industrial,North,Park,87,130,Night,7/10/24,19:42:19
Suburb,South,Hospital,63,101,Morning,9/15/22,21:53:11
Residential,West,Hospital,47,60,Morning,3/17/20,20:03:55
Suburb,South,Park,42,25,Night,7/9/18,17:55:29
Residential,South,Mall,72,64,Afternoon,3/23/23,12:43:06
Downtown,East,Mall,96,143,Afternoon,4/27/18,20:28:13
Residential,North,Mall,96,145,Afternoon,3/19/21,17:55:28
Downtown,West,Park,84,142,Afternoon,8/16/22,16:28:14
Downtown,North,Mall,63,72,Afternoon,5/4/20,19:16:26
Suburb,South,Park,71,35,Afternoon,3/19/22,22:30:16
Residential,South,School,51,142,Night,7/11/18,06:03:38
Industrial,North,Mall,72,84,Night,11/11/21,23:48:36
Suburb,South,Hospital,12,105,Morning,3/29/25,06:41:31
Industrial,East,Hospital,74,134,Afternoon,6/10/20,05:57:43
Industrial,South,Stadium,69,72,Afternoon,4/6/21,22:08:12
Downtown,North,School,80,125,Afternoon,5/26/19,01:42:13
Residential,North,Mall,87,141,Afternoon,7/28/22,14:13:00
Industrial,East,Park,80,54,Afternoon,2/8/24,13:50:43
Residential,South,Mall,36,35,Night,7/28/19,00:04:28
Residential,West,School,75,72,Morning,3/12/23,07:13:03
Residential,East,Mall,91,32,Morning,9/26/20,13:07:37
Downtown,North,Hospital,77,27,Night,2/20/25,06:29:08
Downtown,South,Mall,84,124,Afternoon,9/4/20,19:45:48
Suburb,West,Hospital,96,64,Afternoon,3/8/24,16:03:10
Suburb,East,Mall,66,88,Night,9/7/20,16:13:01
Downtown,North,Mall,98,58,Evening,3/13/19,02:01:47
Industrial,South,School,12,114,Morning,3/4/18,17:26:19
Residential,West,Hospital,59,127,Morning,10/21/18,09:52:14
Residential,East,Mall,55,106,Evening,9/8/22,13:45:01
Downtown,South,Mall,22,67,Night,4/10/24,05:30:22
Downtown,South,Park,35,25,Morning,5/5/23,22:08:28
Industrial,East,Hospital,35,63,Night,9/2/23,05:40:48
Downtown,West,School,23,88,Night,3/15/23,07:12:19
Industrial,South,Mall,35,112,Night,3/9/19,20:21:44
Downtown,South,Mall,36,79,Night,10/30/19,17:54:23
Downtown,South,Stadium,11,66,Morning,11/13/18,01:36:48
Industrial,East,Hospital,48,104,Afternoon,12/4/22,04:19:13
Downtown,West,Stadium,69,102,Morning,7/19/21,07:23:19
Industrial,West,Mall,92,73,Afternoon,2/19/24,20:45:13
Industrial,South,Mall,62,20,Afternoon,5/4/18,10:53:55
Residential,East,Park,70,143,Night,3/19/20,15:27:20
Residential,West,Park,59,26,Night,12/19/23,21:39:23
Residential,South,Mall,82,72,Night,7/24/23,18:15:32
Suburb,East,School,27,144,Afternoon,10/11/18,05:34:26
Residential,East,Mall,94,105,Afternoon,6/12/18,11:27:53
Downtown,West,Stadium,96,29,Afternoon,7/30/19,10:36:39
Residential,East,School,28,138,Evening,11/10/22,16:56:29
Residential,East,Hospital,83,90,Morning,8/19/18,19:55:59
Residential,South,Park,19,48,Morning,4/7/21,22:11:40
Industrial,South,Park,79,147,Morning,2/27/21,23:39:33
Industrial,North,School,32,33,Night,6/7/22,03:10:23
Suburb,North,Stadium,81,43,Morning,12/5/23,00:02:10
Industrial,North,Mall,15,138,Morning,4/5/21,00:20:52
Suburb,East,Hospital,84,147,Evening,1/25/23,02:38:53
Suburb,West,Hospital,29,81,Afternoon,1/14/18,20:23:01
Industrial,South,Mall,84,21,Evening,12/5/22,04:28:00
Suburb,East,Park,36,119,Night,1/4/20,01:15:46
Suburb,South,School,43,144,Afternoon,11/28/20,09:29:59
Industrial,North,Mall,58,149,Morning,4/29/19,20:20:08
Residential,South,Park,83,124,Night,6/10/20,17:24:30
Industrial,East,Mall,51,87,Morning,3/30/25,18:49:05
Suburb,South,Hospital,97,132,Morning,9/11/22,14:42:40
Industrial,West,Stadium,30,98,Night,11/13/24,14:36:37
Industrial,North,Hospital,56,65,Night,12/16/23,08:24:22
Suburb,West,School,50,46,Morning,8/3/22,05:20:37
Residential,South,School,87,34,Night,6/11/21,09:27:17
Industrial,North,School,35,119,Night,7/2/22,19:53:37
Industrial,South,School,21,119,Afternoon,5/23/19,07:15:22
Downtown,East,Park,67,44,Night,7/4/21,05:50:48
Suburb,East,School,55,111,Night,10/14/19,21:01:39
Residential,South,Stadium,17,32,Afternoon,9/12/21,00:51:36
Suburb,South,Stadium,98,76,Morning,3/30/19,23:42:43
Industrial,South,Stadium,78,66,Evening,10/14/18,06:48:53
Residential,East,School,76,116,Afternoon,8/24/24,07:09:49
Suburb,North,Park,95,107,Morning,6/9/19,14:12:11
Suburb,South,Park,19,111,Morning,5/14/21,01:12:34
Industrial,East,Park,83,25,Night,10/14/18,22:41:12
Downtown,East,Park,67,51,Afternoon,7/8/21,09:54:35
Suburb,North,Mall,60,108,Morning,2/13/19,07:59:01
Industrial,South,School,93,127,Morning,7/16/18,03:33:21
Industrial,South,School,59,124,Evening,11/8/24,01:11:30
Suburb,South,School,60,96,Evening,12/5/22,07:23:27
Residential,South,Park,89,25,Morning,8/14/19,19:18:24
Suburb,West,School,12,33,Morning,11/3/19,02:55:23
Industrial,West,School,31,99,Morning,3/29/23,14:28:02
Residential,South,School,66,122,Evening,1/12/19,08:05:06
Industrial,North,Mall,31,106,Evening,1/31/24,21:18:24
Industrial,North,Stadium,23,83,Afternoon,10/23/19,01:06:45
Downtown,East,School,65,23,Night,11/11/24,15:19:53
Residential,South,Stadium,13,114,Night,6/14/20,02:05:29
Downtown,West,Park,30,145,Afternoon,5/1/19,22:52:28
Residential,East,Mall,87,107,Night,8/30/22,18:15:28
Downtown,West,Stadium,47,21,Night,4/23/20,23:23:47
Industrial,West,Hospital,12,124,Afternoon,8/30/24,23:39:07
Industrial,North,Hospital,58,131,Evening,7/24/19,01:24:42
Downtown,East,School,27,46,Night,9/23/23,01:07:42
Industrial,North,Park,13,134,Night,7/4/23,17:07:35
Industrial,West,Park,40,96,Night,3/21/19,16:55:07
Residential,West,Mall,54,82,Night,6/18/21,08:52:26
Residential,West,Stadium,76,103,Night,7/28/24,16:55:40
Industrial,East,Park,27,33,Night,10/1/21,11:54:04
Downtown,West,Mall,63,88,Afternoon,6/29/21,05:14:15
Residential,West,Stadium,50,114,Afternoon,8/8/24,06:49:36
Residential,North,Park,85,65,Morning,4/15/20,23:44:00
Industrial,South,Stadium,91,86,Morning,8/16/22,11:29:49
Suburb,West,Hospital,41,21,Evening,11/18/21,17:26:18
Suburb,East,Hospital,51,89,Night,8/9/23,08:27:15
Industrial,East,Mall,33,137,Afternoon,2/7/18,14:00:42
Downtown,East,Hospital,92,78,Night,10/14/18,01:24:50
Industrial,South,Park,66,53,Evening,6/25/19,00:39:32
Downtown,South,School,61,74,Afternoon,12/10/19,16:36:52
Residential,South,Park,41,32,Evening,9/29/18,14:18:01
Residential,North,Mall,33,110,Afternoon,2/10/22,14:48:01
Industrial,North,Stadium,62,140,Afternoon,10/30/22,14:48:34
Industrial,East,Stadium,65,120,Afternoon,5/25/24,03:10:57
Downtown,South,Stadium,27,72,Night,10/18/21,16:19:14
Suburb,West,Mall,23,24,Afternoon,7/24/20,12:56:59
Residential,West,Mall,89,104,Evening,6/28/23,13:38:11
Residential,East,School,16,76,Night,9/17/24,05:16:08
Residential,South,Stadium,18,81,Morning,9/19/20,14:35:43
Industrial,West,Hospital,65,81,Evening,9/8/24,19:19:31
Downtown,East,Mall,73,143,Morning,8/8/21,15:42:35
Residential,North,School,73,120,Night,5/15/21,03:34:18
Residential,North,Stadium,41,82,Morning,10/3/19,22:26:50
Industrial,North,School,58,76,Afternoon,9/1/24,04:44:23
Suburb,South,School,56,54,Morning,4/28/22,09:09:39
Industrial,West,Hospital,59,131,Afternoon,4/2/20,06:07:20
Suburb,East,Park,86,104,Afternoon,6/30/23,19:20:07
Downtown,North,Mall,30,135,Evening,12/10/23,12:52:03
Suburb,West,School,63,32,Night,2/6/18,14:47:45
Industrial,South,Park,28,120,Afternoon,5/5/20,13:31:04
Residential,South,School,49,148,Afternoon,2/26/19,20:59:42
Downtown,East,Mall,91,56,Afternoon,6/9/20,08:45:51
Suburb,South,Stadium,25,122,Morning,1/11/24,20:37:53
Industrial,South,Park,37,149,Evening,12/19/23,12:21:28
Residential,West,Hospital,81,83,Morning,12/21/24,17:27:02
Industrial,East,School,99,96,Morning,3/3/22,17:33:55
Industrial,South,School,29,45,Evening,3/20/18,13:24:42
Residential,West,Park,23,132,Morning,6/10/24,07:52:05
Industrial,North,Stadium,77,110,Night,11/13/22,22:19:22
Residential,North,Hospital,76,37,Afternoon,6/29/18,10:13:02
Suburb,East,Park,83,52,Night,6/12/20,11:25:30
Downtown,East,Mall,29,30,Night,10/15/21,09:30:56
Industrial,South,Hospital,54,107,Evening,3/19/18,18:46:41
Suburb,North,Hospital,40,79,Evening,10/9/22,01:20:29
Industrial,West,Stadium,64,127,Morning,10/25/24,13:29:19
Residential,West,Park,79,130,Morning,7/24/24,04:26:50
Downtown,South,School,44,107,Evening,2/26/19,18:59:42
Downtown,West,Park,55,118,Evening,11/12/22,17:19:01
Downtown,East,Mall,56,94,Evening,6/22/19,06:05:24
Residential,East,Park,31,137,Night,5/17/18,04:43:28
Downtown,East,School,70,61,Morning,6/27/19,21:03:27
Industrial,East,Stadium,54,107,Night,3/7/25,19:01:08
Suburb,South,School,90,85,Night,8/8/19,14:43:59
Residential,North,School,30,80,Afternoon,8/26/19,04:07:59
Residential,West,School,20,139,Evening,12/24/19,10:33:35
Industrial,North,Mall,82,116,Afternoon,5/18/23,04:23:29
Residential,South,Park,13,127,Evening,4/12/24,13:15:56
Industrial,South,Hospital,18,89,Night,6/30/20,19:42:38
Suburb,West,Park,94,86,Night,11/17/24,22:05:55
Suburb,South,School,96,25,Night,8/18/22,11:52:27
Downtown,East,Stadium,72,90,Morning,10/23/24,05:42:52
Suburb,South,Park,30,102,Morning,9/4/24,04:53:08
Industrial,North,Stadium,71,63,Morning,6/25/19,17:18:29
Industrial,West,Hospital,95,97,Morning,12/13/22,05:18:39
Residential,East,Park,41,36,Evening,9/19/22,02:51:01
Suburb,North,Stadium,86,125,Morning,2/12/22,15:40:53
Suburb,West,School,37,138,Evening,1/19/19,10:45:09
Downtown,West,Hospital,46,62,Morning,7/31/19,11:42:39
Suburb,East,Stadium,71,121,Afternoon,8/21/24,04:42:53
Downtown,West,School,47,74,Evening,6/3/18,15:33:53
Residential,West,School,49,149,Night,2/7/20,14:11:26
Residential,West,Mall,84,44,Night,5/29/18,12:32:39
Industrial,South,School,62,66,Afternoon,9/1/21,22:53:05
Residential,South,Mall,97,44,Evening,10/31/21,08:01:04
Downtown,North,Hospital,75,145,Morning,11/23/23,21:28:33
Residential,North,School,41,108,Evening,7/21/23,09:12:35
Suburb,South,Mall,15,111,Evening,3/3/21,04:56:06
Industrial,North,Hospital,52,74,Evening,4/22/22,21:00:20
Suburb,South,Stadium,69,108,Morning,5/27/22,20:06:26
Suburb,South,Stadium,61,34,Morning,6/17/19,12:42:42
Residential,East,Hospital,96,67,Afternoon,4/18/19,19:29:21
Residential,West,School,54,77,Afternoon,2/9/18,20:09:25
Residential,North,Hospital,26,137,Evening,6/28/19,18:16:38
Residential,North,School,80,111,Morning,5/10/20,13:39:01
Downtown,North,School,53,104,Afternoon,4/4/20,02:23:41
Downtown,West,Hospital,22,137,Afternoon,2/11/24,23:24:19
Residential,West,Mall,32,73,Night,12/26/21,09:52:18
Industrial,South,School,79,114,Afternoon,12/7/18,12:40:33
Residential,East,Hospital,85,112,Night,7/2/18,01:05:13
Industrial,East,Mall,10,88,Evening,12/20/22,03:58:12
Industrial,North,Mall,70,70,Afternoon,6/11/19,17:55:31
Residential,East,Mall,35,147,Night,8/16/22,14:19:01
Residential,South,Park,99,68,Night,4/10/18,11:32:59
Residential,South,School,79,120,Morning,6/22/21,21:18:34
Residential,East,Mall,68,45,Afternoon,2/21/22,03:49:25
Suburb,East,Hospital,23,53,Afternoon,1/12/22,05:25:22
Industrial,East,Stadium,98,74,Morning,10/16/20,01:35:03
Industrial,South,Stadium,32,44,Morning,6/30/20,02:42:26
Residential,South,Mall,93,77,Afternoon,3/26/23,02:05:21
Suburb,West,School,25,101,Night,8/26/24,12:56:29
Industrial,South,Hospital,27,92,Afternoon,12/12/24,12:57:43
Downtown,West,Hospital,52,137,Night,5/26/19,07:40:52
Residential,East,School,58,100,Morning,7/25/18,19:08:54
Residential,East,Park,76,121,Afternoon,7/14/24,17:52:28
Industrial,East,Park,45,77,Evening,2/27/24,05:13:32
Suburb,East,Mall,25,30,Morning,12/22/18,01:25:56
Residential,South,Park,50,140,Afternoon,8/12/21,18:40:14
Suburb,West,Hospital,98,72,Morning,7/1/22,23:11:22
Suburb,North,Hospital,82,78,Morning,2/7/24,16:32:08
Downtown,East,Stadium,22,67,Afternoon,6/17/21,10:36:31
Industrial,West,Mall,18,25,Night,9/10/18,23:55:14
Residential,South,Hospital,85,103,Afternoon,10/24/23,04:06:48
Suburb,East,School,54,149,Evening,10/16/22,10:14:22
Industrial,North,Park,41,33,Evening,4/19/24,04:55:57
Residential,West,Mall,65,46,Night,1/24/18,21:07:18
Suburb,North,Stadium,38,71,Morning,10/1/19,16:26:21
Suburb,North,Park,83,128,Morning,1/22/19,02:34:14
Suburb,North,Park,39,88,Morning,1/17/25,18:24:30
Industrial,South,Hospital,38,73,Morning,10/28/18,21:25:34
Downtown,North,Hospital,70,77,Morning,11/26/23,02:13:50
Residential,West,Hospital,22,25,Morning,4/15/19,11:54:20
Industrial,South,Mall,98,128,Morning,3/9/23,12:50:38
Suburb,West,Hospital,38,80,Night,7/15/20,11:04:46
Downtown,West,School,51,33,Afternoon,5/10/23,15:34:48
Industrial,West,Mall,30,89,Afternoon,4/30/24,21:32:22
Industrial,South,School,39,112,Morning,5/21/18,00:09:30
Downtown,South,Hospital,46,65,Evening,8/16/18,21:24:15
Residential,North,Stadium,62,111,Morning,8/4/22,14:30:18
Downtown,West,Mall,11,20,Night,7/10/21,11:50:11
Suburb,South,Stadium,22,129,Night,7/4/22,08:15:06
Suburb,South,Hospital,55,119,Afternoon,6/21/19,13:14:20
Residential,North,Mall,34,93,Morning,2/9/25,05:14:59
Suburb,North,Park,38,111,Morning,11/4/20,13:37:54
Residential,North,Hospital,29,88,Evening,4/27/23,10:59:26
Industrial,East,School,85,28,Evening,8/18/22,12:17:57
Downtown,North,Hospital,63,54,Evening,4/5/18,07:15:50
Suburb,West,Park,51,114,Evening,3/6/23,05:47:54
Suburb,North,Hospital,27,122,Morning,3/28/21,12:22:55
Residential,South,Stadium,39,79,Night,6/19/21,12:21:13
Downtown,East,School,31,94,Evening,5/23/19,13:19:59
Downtown,West,Stadium,61,96,Morning,5/31/20,01:27:15
Industrial,West,School,21,97,Afternoon,1/10/23,14:26:02
Residential,East,Stadium,87,118,Afternoon,9/23/21,18:19:28
Suburb,West,Mall,68,35,Afternoon,2/2/19,22:52:01
Residential,North,School,85,129,Evening,8/6/21,12:23:10
Downtown,South,Stadium,75,78,Afternoon,9/23/21,11:13:18
Industrial,West,Stadium,37,138,Evening,12/24/18,13:30:15
Downtown,North,Park,70,31,Evening,6/19/21,18:41:50
Industrial,East,Stadium,68,91,Afternoon,9/11/24,00:50:23
Downtown,East,School,55,34,Evening,10/4/22,00:00:05
Suburb,East,Stadium,39,127,Afternoon,9/2/21,15:37:19
Downtown,South,Hospital,66,54,Evening,11/19/23,19:35:08
Suburb,East,Mall,83,141,Afternoon,10/29/24,15:17:16
Downtown,South,Stadium,42,149,Evening,3/21/24,04:56:34
Industrial,South,School,20,117,Afternoon,5/12/24,05:10:59
Suburb,West,School,71,100,Night,12/24/22,20:23:42
Downtown,West,Park,33,57,Night,7/19/21,07:45:32
Downtown,East,School,93,24,Afternoon,7/17/18,00:23:24
Residential,South,Stadium,33,81,Morning,6/7/22,12:59:30
Residential,North,Hospital,56,28,Morning,9/10/18,03:00:26
Downtown,South,School,46,107,Night,9/2/24,16:42:00
Industrial,South,Mall,18,59,Morning,1/6/19,08:15:46
Downtown,North,School,82,97,Afternoon,1/4/22,12:47:59
Downtown,East,Hospital,56,40,Evening,7/5/19,13:26:50
Industrial,West,Hospital,20,72,Afternoon,10/25/21,02:56:44
Industrial,East,School,77,22,Morning,2/17/25,14:34:27
Downtown,West,School,90,149,Afternoon,5/31/21,00:17:21
Downtown,West,Stadium,52,147,Afternoon,8/3/24,17:11:31
Residential,North,Stadium,27,105,Morning,6/26/22,20:13:40
Downtown,West,School,89,59,Morning,6/27/20,14:20:46
Downtown,South,Park,24,116,Morning,9/14/22,19:04:05
Industrial,North,Stadium,49,96,Night,11/17/22,22:12:19
Downtown,East,Hospital,48,123,Night,12/7/22,23:18:18
Downtown,East,School,15,55,Afternoon,2/18/20,15:37:17
Suburb,East,School,44,44,Afternoon,5/28/18,01:24:33
Industrial,West,School,94,66,Morning,1/26/22,20:40:32
Residential,North,Stadium,60,90,Night,2/28/23,07:10:34
Downtown,North,School,83,82,Afternoon,9/7/20,05:39:28
Residential,East,Stadium,98,97,Night,3/6/19,11:07:28
Downtown,South,Park,64,142,Evening,2/27/20,17:13:21
Suburb,North,School,34,76,Afternoon,12/11/23,16:11:43
Suburb,South,Park,85,68,Afternoon,4/30/22,20:34:41
Downtown,East,Stadium,40,32,Afternoon,1/16/25,02:54:27
Residential,North,Park,40,77,Morning,3/21/25,13:23:03
Suburb,North,Mall,25,30,Evening,12/29/24,12:04:49
Industrial,East,Park,17,40,Morning,12/1/20,18:47:22
Suburb,West,Stadium,21,23,Night,11/13/23,02:43:09
Industrial,East,Mall,51,139,Evening,2/27/19,16:10:00
Suburb,East,Hospital,38,131,Afternoon,8/29/21,19:43:49
Downtown,South,Park,29,105,Night,3/28/21,21:45:28
Downtown,East,Stadium,25,22,Afternoon,5/13/19,04:48:49
Residential,East,Hospital,22,83,Evening,9/11/20,20:50:18
Suburb,West,Park,52,149,Night,6/3/18,16:36:28
Suburb,West,Mall,74,28,Night,2/9/20,17:39:06
Industrial,South,School,29,74,Night,6/22/22,23:30:57
Industrial,West,School,36,38,Night,11/6/18,17:46:22
Downtown,East,Stadium,38,92,Afternoon,11/18/21,09:09:01
Industrial,East,School,19,59,Afternoon,4/2/18,10:11:21
Industrial,South,School,54,125,Afternoon,4/3/24,17:10:23
